congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2
114,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.161,-0.454,-0.405
114,House,20336,12,5,NJ,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,0.622,-0.476
114,House,20542,12,8,NJ,100,0,1,"SIRES, Albio",S001165,1951,,-0.405,0.094,-0.361,0.095
114,House,20929,12,7,NJ,200,0,1,"LANCE, Leonard",L000567,1952,,0.329,-0.237,0.374,-0.144
114,House,21536,12,1,NJ,100,0,1,"NORCROSS, Donald",N000188,1958,,-0.427,0.333,-0.375,0.225
114,House,21537,12,3,NJ,200,0,1,"MacARTHUR, Thomas Charles",M001193,1960,,0.206,0.274,0.207,0.259
114,House,21538,12,12,NJ,100,0,1,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.623,-0.121,-0.525,-0.427
114,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,0.233,-0.195
114,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,0.266,0.412
114,House,29741,12,9,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.003,-0.409,0.04
114,House,31103,12,10,NJ,100,0,1,"PAYNE, Donald, Jr.",P000604,1958,,-0.514,-0.112,-0.524,-0.084
114,House,20337,66,2,NM,200,0,1,"PEARCE, Stevan",P000588,1947,,0.472,0.064,0.509,0.003
114,House,20932,66,3,NM,100,0,1,"LUJ脕N, Ben Ray",L000570,1972,,-0.367,0.018,-0.388,0.108
114,House,21341,66,1,NM,100,0,1,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-0.362,0.179
114,House,13035,13,13,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-0.498,-0.088
114,House,15444,13,25,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018,-0.465,-0.104,-0.485,-0.096
114,House,15603,13,16,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.091,-0.429,0.072
114,House,15612,13,17,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.156,-0.404,-0.021
114,House,20129,13,3,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-0.394,0.009
114,House,20519,13,26,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.346,-0.033,-0.362,-0.127
114,House,20733,13,9,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.615,-0.199,-0.594,-0.401
114,House,20934,13,20,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.421,-0.258,-0.434,-0.273
114,House,21101,13,23,NY,200,0,1,"REED, Thomas W. II",R000585,1971,,0.282,0.108,0.278,0.161
114,House,21156,13,19,NY,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,0.205,-0.371
114,House,21157,13,22,NY,200,0,1,"HANNA, Richard",H001051,1951,,0.215,-0.145,0.199,-0.158
114,House,21342,13,6,NY,100,0,1,"MENG, Grace",M001188,1975,,-0.379,-0.147,-0.38,-0.127
114,House,21343,13,8,NY,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.485,-0.092,-0.481,-0.092
114,House,21344,13,18,NY,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.237,0.117,-0.258,0.114
114,House,21345,13,27,NY,200,0,1,"COLLINS, Chris",C001092,1950,,0.357,0.235,0.358,0.225
114,House,21539,13,1,NY,200,0,1,"ZELDIN, Lee M",Z000017,1980,,0.386,-0.138,0.331,-0.071
114,House,21540,13,4,NY,100,0,1,"RICE, Kathleen Maura",R000602,1965,,-0.283,0.02,-0.271,-0.09
114,House,21541,13,21,NY,200,0,1,"STEFANIK, Elise M",S001196,1984,,0.22,0,0.204,0.077
114,House,21542,13,24,NY,200,0,1,"KATKO, John",K000386,1962,,0.204,-0.009,0.197,-0.025
114,House,21560,13,11,NY,200,2,2,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.227,0.095,0.217,0.144
114,House,29134,13,15,NY,100,0,1,"SERRANO, Jos茅 E.",S000248,1943,,-0.491,-0.376,-0.471,-0.31
114,House,29375,13,2,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.26,-0.032,0.22,0.255
114,House,29377,13,10,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.508,-0.47,-0.406
114,House,29378,13,7,NY,100,0,1,"VEL脕ZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.336,-0.503,-0.33
114,House,29379,13,12,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.278,-0.378,-0.12
114,House,29776,13,5,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.413,-0.075,-0.397,0.006
114,House,29925,13,14,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-0.401,-0.129
114,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.031,-0.447,0.015
114,House,20340,47,1,NC,100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.18,-0.441,0.183
114,House,20521,47,5,NC,200,0,1,"FOXX, Virginia Ann",F000450,1943,,0.631,0.115,0.566,-0.095
114,House,20522,47,10,NC,200,0,1,"McHENRY, Patrick T.",M001156,1975,,0.555,0.069,0.506,0.337
114,House,21159,47,2,NC,200,0,1,"ELLMERS, Renee",E000291,1964,,0.406,0.338,0.384,0.172
114,House,21346,47,8,NC,200,0,1,"HUDSON, Richard",H001067,1971,,0.585,0.1,0.647,0.146
114,House,21347,47,9,NC,200,0,1,"PITTENGER, Robert",P000606,1948,,0.561,0.333,0.535,0.291
114,House,21348,47,11,NC,200,0,1,"MEADOWS, Mark",M001187,1959,,0.602,-0.208,0.62,-0.198
114,House,21349,47,13,NC,200,0,1,"HOLDING, George E.B.",H001065,1968,,0.615,0.169,0.652,0.039
114,House,21543,47,6,NC,200,0,1,"WALKER, Bradley Mark",W000819,1969,,0.643,0.012,0.619,-0.006
114,House,21544,47,7,NC,200,0,1,"ROUZER, David",R000603,1972,,0.576,0.197,0.609,0.102
114,House,21545,47,12,NC,100,0,1,"ADAMS, Alma",A000370,1946,,-0.469,0.009,-0.475,0.017
114,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,0.416,-0.909
114,House,21350,36,1,ND,200,0,1,"CRAMER, Kevin",C001096,1961,,0.39,0.297,0.396,0.263
114,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-0.387,0.01
114,House,20130,24,12,OH,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,0.349,0.302
114,House,20342,24,10,OH,200,0,1,"TURNER, Michael R.",T000463,1960,,0.269,0.206,0.246,0.426
114,House,20343,24,13,OH,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-0.381,0.036
114,House,20738,24,4,OH,200,0,1,"JORDAN, Jim",J000289,1964,,0.719,-0.228,0.744,-0.415
114,House,20755,24,5,OH,200,0,1,"LATTA, Robert E.",L000566,1956,,0.519,0.262,0.541,0.216
114,House,20941,24,11,OH,100,0,1,"FUDGE, Marcia L.",F000455,1952,,-0.58,0.14,-0.532,0.057
114,House,21162,24,6,OH,200,0,1,"JOHNSON, Bill",J000292,1954,,0.432,0.276,0.383,0.435
114,House,21163,24,15,OH,200,0,1,"STIVERS, Steve",S001187,1965,,0.295,0.27,0.314,0.344
114,House,21164,24,16,OH,200,0,1,"RENACCI, Jim",R000586,1958,,0.387,0.143,0.372,0.18
114,House,21165,24,7,OH,200,0,1,"GIBBS, Bob",G000563,1954,,0.474,0.309,0.486,0.347
114,House,21351,24,2,OH,200,0,1,"WENSTRUP, Brad",W000815,1958,,0.551,0.163,0.594,0.146
114,House,21352,24,3,OH,100,0,1,"BEATTY, Joyce",B001281,1950,,-0.429,0.068,-0.437,0.11
114,House,21353,24,14,OH,200,0,1,"JOYCE, David",J000295,1957,,0.264,0.268,0.273,0.22
114,House,21564,24,8,OH,200,2,2,"DAVIDSON, Warren",D000626,1970,,0.714,-0.321,0.733,-0.191
114,House,29137,24,8,OH,200,1,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,0.149,0.91
114,House,29550,24,1,OH,200,0,1,"CHABOT, Steve",C000266,1953,,0.575,-0.225,0.618,0.183
114,House,20344,53,4,OK,200,0,1,"COLE, Tom",C001053,1949,,0.332,0.363,0.284,0.495
114,House,21354,53,1,OK,200,0,1,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,0.651,-0.126
114,House,21355,53,2,OK,200,0,1,"MULLIN, Markwayne",M001190,1977,,0.514,0.418,0.461,0.607
114,House,21546,53,5,OK,200,0,1,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,0.453,-0.021
114,House,29393,53,3,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.362,0.413,0.351,0.537
114,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.429,0.008,-0.269,-0.366
114,House,20944,72,5,OR,100,0,1,"SCHRADER, Kurt",S001180,1951,,-0.192,0.062,-0.156,-0.034
114,House,21198,72,1,OR,100,0,1,"BONAMICI, Suzanne",B001278,1954,,-0.393,-0.4,-0.404,-0.385
114,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.669,-0.388,-0.751
114,House,29932,72,2,OR,200,0,1,"WALDEN, Greg",W000791,1957,,0.334,-0.017,0.348,0.12
114,House,20134,14,9,PA,200,0,1,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,0.323,0.403
114,House,20346,14,18,PA,200,0,1,"MURPHY, Timothy",M001151,1952,,0.258,0.198,0.339,0.225
114,House,20524,14,8,PA,200,0,1,"FITZPATRICK, Michael G.",F000451,1963,,0.202,-0.186,0.221,-0.134
114,House,20526,14,15,PA,200,0,1,"DENT, Charles W.",D000604,1960,,0.244,-0.085,0.225,0.071
114,House,20946,14,5,PA,200,0,1,"THOMPSON, Glenn",T000467,1959,,0.307,0.385,0.322,0.187
114,House,21167,14,3,PA,200,0,1,"KELLY, Mike",K000376,1948,,0.337,0.487,0.327,0.605
114,House,21168,14,7,PA,200,0,1,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,0.226,0.021
114,House,21170,14,10,PA,200,0,1,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,0.342,0.78
114,House,21171,14,11,PA,200,0,1,"BARLETTA, Lou",B001269,1956,,0.278,0.393,0.306,0.421
114,House,21356,14,4,PA,200,0,1,"PERRY, Scott",P000605,1962,,0.629,-0.354,0.681,-0.459
114,House,21357,14,12,PA,200,0,1,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,0.524,0.093
114,House,21358,14,17,PA,100,0,1,"CARTWRIGHT, Matt",C001090,1961,,-0.371,-0.049,-0.395,-0.01
114,House,21547,14,6,PA,200,0,1,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,0.21,-0.055
114,House,21548,14,13,PA,100,0,1,"BOYLE, Brendan Francis",B001296,1977,,-0.397,0.145,-0.361,0.039
114,House,21566,14,2,PA,100,2,2,"EVANS, Dwight",E000296,1954,,-0.452,-0.087,-0.26,-0.13
114,House,29559,14,2,PA,100,1,1,"FATTAH, Chaka",F000043,1956,,-0.472,-0.054,-0.436,-0.193
114,House,29561,14,14,PA,100,0,1,"DOYLE, Michael F.",D000482,1953,,-0.33,0.118,-0.403,0.014
114,House,29752,14,16,PA,200,0,1,"PITTS, Joseph R.",P000373,1939,,0.538,0.012,0.492,0.093
114,House,29777,14,1,PA,100,0,1,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-0.459,0.013
114,House,20136,5,2,RI,100,0,1,"LANGEVIN, James",L000559,1964,,-0.376,0.108,-0.373,0.102
114,House,21172,5,1,RI,100,0,1,"CICILLINE, David N.",C001084,1961,,-0.39,-0.29,-0.386,-0.276
114,House,20138,48,2,SC,200,0,1,"WILSON, Addison Graves (Joe)",W000795,1947,,0.538,0.103,0.513,0.509
114,House,21174,48,3,SC,200,0,1,"DUNCAN, Jeff",D000615,1966,,0.729,-0.192,0.683,-0.303
114,House,21175,48,4,SC,200,0,1,"GOWDY, Trey",G000566,1964,,0.655,-0.002,0.641,0.134
114,House,21176,48,5,SC,200,0,1,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,0.739,-0.674
114,House,21359,48,7,SC,200,0,1,"RICE, Tom",R000597,1957,,0.6,-0.27,0.563,-0.297
114,House,29565,48,1,SC,200,0,1,"SANFORD, Mark",S000051,1960,,0.686,-0.728,0.919,-0.395
114,House,39301,48,6,SC,100,0,1,"CLYBURN, James Enos",C000537,1940,,-0.464,0.253,-0.487,0.232
114,House,21177,37,1,SD,200,0,1,"NOEM, Kristi",N000184,1971,,0.398,0.326,0.417,0.353
114,House,15019,54,5,TN,100,0,1,"COOPER, James Hayes Shofner",C000754,1954,,-0.162,-0.033,-0.171,0.026
114,House,15455,54,2,TN,200,0,1,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,0.919,-0.395
114,House,20351,54,7,TN,200,0,1,"BLACKBURN, Marsha",B001243,1952,,0.616,0.132,0.668,0.172
114,House,20748,54,9,TN,100,0,1,"COHEN, Stephen",C001068,1949,,-0.4,-0.354,-0.343,-0.489
114,House,20947,54,1,TN,200,0,1,"ROE, David P. (Phil)",R000582,1945,,0.487,0.016,0.578,0.056
114,House,21178,54,3,TN,200,0,1,"FLEISCHMANN, Chuck",F000459,1962,,0.455,0.301,0.488,0.395
114,House,21179,54,4,TN,200,0,1,"DESJARLAIS, Scott",D000616,1964,,0.578,-0.1,0.703,-0.336
114,House,21180,54,6,TN,200,0,1,"BLACK, Diane",B001273,1951,,0.58,0.219,0.623,0.289
114,House,21181,54,8,TN,200,0,1,"FINCHER, Stephen Lee",F000458,1973,,0.526,0.181,0.5,0.107
114,House,15085,49,6,TX,200,0,1,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,0.489,0.184
114,House,15445,49,21,TX,200,0,1,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,0.57,0.244
114,House,20139,49,7,TX,200,0,1,"CULBERSON, John",C001048,1956,,0.503,0.366,0.515,0.241
114,House,20352,49,5,TX,200,0,1,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,0.641,0.206
114,House,20353,49,19,TX,200,0,1,"NEUGEBAUER, Randy",N000182,1949,,0.628,0.322,0.665,0.158
114,House,20355,49,26,TX,200,0,1,"BURGESS, Michael C.",B001248,1950,,0.577,-0.218,0.671,-0.452
114,House,20356,49,31,TX,200,0,1,"CARTER, John R.",C001051,1941,,0.472,0.607,0.48,0.877
114,House,20527,49,1,TX,200,0,1,"GOHMERT, Louie",G000552,1953,,0.621,-0.327,0.724,-0.438
114,House,20528,49,2,TX,200,0,1,"POE, Ted",P000592,1948,,0.594,-0.029,0.537,-0.192
114,House,20529,49,9,TX,100,0,1,"GREEN, Al",G000553,1947,,-0.438,0.316,-0.469,0.33
114,House,20530,49,10,TX,200,0,1,"McCAUL, Michael T.",M001157,1962,,0.44,0.087,0.505,0.318
114,House,20531,49,11,TX,200,0,1,"CONAWAY, K. Michael",C001062,1948,,0.591,0.364,0.582,0.296
114,House,20532,49,24,TX,200,0,1,"MARCHANT, Kenny",M001158,1951,,0.602,0.171,0.634,0.063
114,House,20533,49,28,TX,100,0,1,"CUELLAR, Henry",C001063,1955,,-0.226,0.623,-0.24,0.765
114,House,20948,49,22,TX,200,0,1,"OLSON, Pete",O000168,1962,,0.549,0.314,0.602,0.249
114,House,21182,49,17,TX,200,0,1,"FLORES, Bill",F000461,1954,,0.57,0.301,0.61,0.29
114,House,21184,49,27,TX,200,0,1,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,0.585,-0.133
114,House,21360,49,14,TX,200,0,1,"WEBER, Randy",W000814,1953,,0.699,0.05,0.644,-0.153
114,House,21361,49,16,TX,100,0,1,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-0.299,-0.285
114,House,21362,49,20,TX,100,0,1,"CASTRO, Joaquin",C001091,1974,,-0.397,-0.013,-0.418,0.015
114,House,21364,49,25,TX,200,0,1,"WILLIAMS, Roger",W000816,1949,,0.589,0.093,0.614,0.208
114,House,21365,49,33,TX,100,0,1,"VEASEY, Marc",V000131,1971,,-0.402,0.286,-0.391,0.264
114,House,21366,49,34,TX,100,0,1,"VELA, Filemon",V000132,1963,,-0.313,0.418,-0.321,0.424
114,House,21549,49,4,TX,200,0,1,"RATCLIFFE, John",R000601,1965,,0.704,0.127,0.737,0.082
114,House,21550,49,23,TX,200,0,1,"HURD, William Ballard",H001073,1977,,0.295,0.225,0.414,0.213
114,House,21551,49,36,TX,200,0,1,"BABIN, Brian",B001291,1948,,0.685,0.163,0.713,0.064
114,House,29143,49,3,TX,200,0,1,"JOHNSON, Sam",J000174,1930,,0.61,0.277,0.658,0.125
114,House,29571,49,35,TX,100,0,1,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.403,-0.311,-0.401,-0.215
114,House,29572,49,13,TX,200,0,1,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.306,0.442,0.807
114,House,29573,49,18,TX,100,0,1,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.129,-0.484,0.214
114,House,29759,49,32,TX,200,0,1,"SESSIONS, Pete",S000250,1955,,0.585,0.174,0.6,0.384
114,House,29760,49,8,TX,200,0,1,"BRADY, Kevin Patrick",B000755,1955,,0.522,0.214,0.518,0.51
114,House,29762,49,12,TX,200,0,1,"GRANGER, Kay",G000377,1943,,0.396,0.239,0.393,0.82
114,House,29763,49,15,TX,100,0,1,"HINOJOSA, Rub茅n",H000636,1940,,-0.34,0.235,-0.397,0.189
114,House,39304,49,29,TX,100,0,1,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.453,-0.353,0.465
114,House,39305,49,30,TX,100,0,1,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.205,-0.529,0.245
114,House,20357,67,1,UT,200,0,1,"BISHOP, Robert (Rob)",B001250,1951,,0.536,0.099,0.529,0.107
114,House,20949,67,3,UT,200,0,1,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,0.567,-0.194
114,House,21367,67,2,UT,200,0,1,"STEWART, Chris",S001192,1960,,0.528,0.146,0.548,0.112
114,House,21552,67,4,UT,200,0,1,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.056,0.582,-0.058
114,House,20750,6,1,VT,100,0,1,"WELCH, Peter",W000800,1947,,-0.41,-0.347,-0.405,-0.506
114,House,20143,40,4,VA,200,0,1,"FORBES, J. Randy",F000445,1952,,0.407,0.218,0.506,0.19
114,House,20756,40,1,VA,200,0,1,"WITTMAN, Robert J.",W000804,1959,,0.443,-0.024,0.555,-0.018
114,House,20952,40,11,VA,100,0,1,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.013,-0.308,-0.074
114,House,21185,40,2,VA,200,0,1,"RIGELL, E. Scott",R000589,1960,,0.405,-0.084,0.336,0.041
114,House,21186,40,5,VA,200,0,1,"HURT, Robert",H001060,1969,,0.568,0,0.57,-0.113
114,House,21191,40,9,VA,200,0,1,"GRIFFITH, H. Morgan",G000568,1958,,0.552,-0.442,0.565,-0.516
114,House,21553,40,7,VA,200,0,1,"BRAT, David A.",B001290,1964,,0.829,-0.325,0.846,-0.302
114,House,21554,40,8,VA,100,0,1,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.387,-0.047,-0.363,-0.147
