congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2
97,President,99907,99,0,USA,200,0,0,"REAGAN, Ronald Wilson",,1911,2004,0.692,-0.713
97,House,10717,41,2,AL,200,0,1,"DICKINSON, William Louis",D000326,1925,2008,0.398,-0.057
97,House,10721,41,1,AL,200,0,1,"EDWARDS, William Jackson (Jack)",E000084,1928,,0.177,0.161
97,House,11000,41,4,AL,100,0,1,"BEVILL, Tom",B000431,1921,2005,-0.213,0.976
97,House,11037,41,3,AL,100,0,1,"NICHOLS, William Flynt",N000095,1918,1988,-0.042,0.872
97,House,14419,41,5,AL,100,0,1,"FLIPPO, Ronnie Gene",F000208,1937,,-0.175,0.834
97,House,14659,41,7,AL,100,0,1,"SHELBY, Richard C.",S000320,1934,,0.013,0.658
97,House,14862,41,6,AL,200,0,1,"SMITH, Albert Lee, Jr.",S000514,1931,1997,0.461,0.132
97,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.022
97,House,7845,61,1,AZ,200,0,1,"RHODES, John Jacob",R000188,1916,2003,0.225,-0.033
97,House,10566,61,2,AZ,100,0,1,"UDALL, Morris King",U000001,1922,1998,-0.387,0.008
97,House,14449,61,4,AZ,200,0,1,"RUDD, Eldon Dean",R000495,1920,2002,0.422,0.611
97,House,94454,61,3,AZ,100,0,1,"STUMP, Robert Lee",S001044,1927,2003,0.329,0.944
97,House,11020,42,3,AR,200,0,1,"HAMMERSCHMIDT, John Paul",H000124,1922,2015,0.253,0.239
97,House,12000,42,1,AR,100,0,1,"ALEXANDER, William Vollie (Bill), Jr.",A000103,1934,,-0.41,0.819
97,House,14601,42,4,AR,100,0,1,"ANTHONY, Beryl Franklin, Jr.",A000213,1938,,-0.254,0.484
97,House,14606,42,2,AR,200,0,1,"BETHUNE, Edwin Ruthvin, Jr.",B000422,1935,,0.304,-0.165
97,House,10553,71,26,CA,200,0,1,"ROUSSELOT, John Harbin",R000469,1927,2003,0.601,0.164
97,House,10573,71,36,CA,100,0,1,"BROWN, George Edward, Jr.",B000918,1920,1999,-0.506,-0.028
97,House,10577,71,6,CA,100,0,1,"BURTON, Phillip",B001156,1926,1983,-0.634,-0.304
97,House,10579,71,2,CA,200,0,1,"CLAUSEN, Donald Holst",C000475,1923,2015,0.16,0.036
97,House,10583,71,10,CA,100,0,1,"EDWARDS, William Donlon (Don)",E000064,1915,2015,-0.599,-0.419
97,House,10595,71,29,CA,100,0,1,"HAWKINS, Augustus Freeman (Gus)",H000367,1907,2007,-0.517,-0.369
97,House,10621,71,25,CA,100,0,1,"ROYBAL, Edward R.",R000485,1916,2005,-0.61,-0.141
97,House,11063,71,12,CA,200,0,1,"McCLOSKEY, Paul Norton , Jr. (Pete)",M000343,1927,,0.028,-0.634
97,House,12001,71,32,CA,100,0,1,"ANDERSON, Glenn Malcolm",A000189,1913,1994,-0.269,-0.052
97,House,12037,71,20,CA,200,0,1,"GOLDWATER, Barry Morris, Jr.",G000268,1938,,0.355,-0.025
97,House,13010,71,30,CA,100,1,1,"DANIELSON, George Elmore",D000043,1915,1998,-0.477,0.256
97,House,13011,71,8,CA,100,0,1,"DELLUMS, Ronald V.",D000222,1935,,-0.644,-0.646
97,House,14007,71,43,CA,200,0,1,"BURGENER, Clair Walter",B001080,1921,2006,0.281,0.019
97,House,14040,71,22,CA,200,0,1,"MOORHEAD, Carlos John",M000926,1922,2011,0.465,-0.119
97,House,14053,71,9,CA,100,0,1,"STARK, Fortney Hillman (Pete), Jr.",S000810,1931,,-0.631,-0.605
97,House,14071,71,19,CA,200,0,1,"LAGOMARSINO, Robert John",L000020,1926,,0.378,-0.267
97,House,14076,71,5,CA,100,0,1,"BURTON, John Lowell",B001153,1932,,-0.413,-0.783
97,House,14256,71,7,CA,100,0,1,"MILLER, George",M000725,1945,,-0.552,-0.398
97,House,14257,71,13,CA,100,0,1,"MINETA, Norman Y.",M000794,1931,,-0.479,-0.01
97,House,14266,71,38,CA,100,0,1,"PATTERSON, Jerry Mumford",P000121,1934,,-0.367,0.007
97,House,14280,71,24,CA,100,0,1,"WAXMAN, Henry Arnold",W000215,1939,,-0.473,-0.343
97,House,14403,71,40,CA,200,0,1,"BADHAM, Robert Edward",B000024,1929,2005,0.541,0.084
97,House,14405,71,23,CA,100,0,1,"BEILENSON, Anthony Charles",B000318,1932,,-0.44,-0.605
97,House,14414,71,27,CA,200,0,1,"DORNAN, Robert Kenneth",D000435,1933,,0.49,-0.111
97,House,14444,71,16,CA,100,0,1,"PANETTA, Leon Edward",P000047,1938,,-0.258,-0.186
97,House,14613,71,15,CA,100,0,1,"COELHO, Tony",C000581,1942,,-0.413,0.344
97,House,14616,71,39,CA,200,0,1,"DANNEMEYER, William Edwin",D000044,1929,,0.691,-0.24
97,House,14620,71,28,CA,100,0,1,"DIXON, Julian Carey",D000373,1934,2000,-0.458,-0.076
97,House,14624,71,4,CA,100,0,1,"FAZIO, Victor Herbert, Jr.",F000053,1942,,-0.455,0.36
97,House,14630,71,33,CA,200,0,1,"GRISHAM, Wayne Richard",G000480,1923,2011,0.395,-0.092
97,House,14644,71,37,CA,200,0,1,"LEWIS, Charles Jeremy (Jerry)",L000274,1934,,0.348,-0.101
97,House,14647,71,34,CA,200,0,1,"LUNGREN, Daniel Edward",L000517,1946,,0.497,-0.054
97,House,14649,71,3,CA,100,0,1,"MATSUI, Robert T.",M000249,1941,2005,-0.404,-0.03
97,House,14652,71,17,CA,200,0,1,"PASHAYAN, Charles, Jr.",P000097,1941,,0.282,-0.232
97,House,14660,71,14,CA,200,0,1,"SHUMWAY, Norman David",S000393,1934,,0.556,0.39
97,House,14669,71,18,CA,200,0,1,"THOMAS, William Marshall",T000188,1941,,0.371,-0.277
97,House,14805,71,1,CA,200,0,1,"CHAPPIE, Eugene A.",C000322,1920,1992,0.414,-0.235
97,House,14813,71,35,CA,200,0,1,"DREIER, David Timothy",D000492,1952,,0.478,-0.084
97,House,14816,71,31,CA,100,0,1,"DYMALLY, Mervyn Malcolm",D000592,1926,2012,-0.685,-0.039
97,House,14821,71,21,CA,200,0,1,"FIEDLER, Bobbi",F000102,1937,,0.343,-0.258
97,House,14835,71,42,CA,200,0,1,"HUNTER, Duncan Lee",H000981,1948,,0.47,0.02
97,House,14837,71,11,CA,100,0,1,"LANTOS, Thomas Peter",L000090,1928,2008,-0.376,-0.033
97,House,14839,71,41,CA,200,0,1,"LOWERY, William David",L000479,1947,,0.33,-0.254
97,House,14879,71,30,CA,100,2,2,"MART脥NEZ, Matthew G.",M000206,1929,2011,-0.341,0.106
97,House,14051,62,1,CO,100,0,1,"SCHROEDER, Patricia Scott",S000142,1940,,-0.225,-0.974
97,House,14282,62,2,CO,100,0,1,"WIRTH, Timothy E.",W000647,1939,,-0.293,-0.315
97,House,14638,62,3,CO,100,0,1,"KOGOVSEK, Raymond Peter",K000304,1941,,-0.33,0.033
97,House,14639,62,5,CO,200,0,1,"KRAMER, Kenneth Bentley",K000322,1942,,0.43,-0.084
97,House,14803,62,4,CO,200,0,1,"BROWN, George Hanks (Hank)",B000919,1940,,0.511,-0.762
97,House,13009,1,1,CT,100,1,1,"COTTER, William Ross",C000799,1926,1981,-0.313,0.103
97,House,13029,1,4,CT,200,0,1,"McKINNEY, Stewart Brett",M000527,1931,1987,-0.006,-0.609
97,House,14258,1,6,CT,100,0,1,"MOFFETT, Anthony John, Jr. (Toby)",M000839,1944,,-0.377,-0.756
97,House,14653,1,5,CT,100,0,1,"RATCHFORD, William Richard",R000067,1934,2011,-0.355,-0.267
97,House,14811,1,3,CT,200,0,1,"DeNARDIS, Lawrence Joseph",D000231,1938,,0.001,-0.672
97,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486
97,House,14877,1,1,CT,100,2,2,"KENNELLY, Barbara Bailey",K000118,1936,,-0.346,-0.13
97,House,14417,11,1,DE,200,0,1,"EVANS, Thomas Beverley, Jr.",E000258,1931,,0.178,-0.384
97,House,633,43,3,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003,-0.088,0.421
97,House,3078,43,15,FL,100,0,1,"FASCELL, Dante Bruno",F000041,1917,1998,-0.4,0.229
97,House,7333,43,14,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357
97,House,10587,43,2,FL,100,0,1,"FUQUA, Don",F000430,1933,,-0.173,0.715
97,House,10588,43,7,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012,-0.233,0.17
97,House,12007,43,4,FL,100,0,1,"CHAPPELL, William Venroe, Jr.",C000321,1922,1989,-0.098,0.916
97,House,13047,43,6,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013,0.325,-0.112
97,House,14003,43,10,FL,200,0,1,"BAFALIS, Louis Arthur (Skip)",B000029,1929,,0.303,0.078
97,House,14029,43,13,FL,100,0,1,"LEHMAN, William",L000226,1913,2005,-0.483,-0.001
97,House,14636,43,1,FL,100,0,1,"HUTTO, Earl Dewitt",H001018,1926,,-0.007,0.732
97,House,14648,43,11,FL,100,0,1,"MICA, Daniel Andrew",M000688,1944,,-0.184,0.363
97,House,14651,43,9,FL,100,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337
97,House,14842,43,5,FL,200,0,1,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944,,0.377,-0.101
97,House,14860,43,12,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013,0.3,-0.142
97,House,94428,43,8,FL,100,0,1,"IRELAND, Andrew Poysell (Andy)",I000029,1930,,0.015,0.377
97,House,11005,44,3,GA,100,0,1,"BRINKLEY, Jack Thomas",B000839,1930,,-0.073,0.701
97,House,14016,44,1,GA,100,0,1,"GINN, Ronald Bryan (Bo)",G000226,1934,2005,-0.217,0.849
97,House,14249,44,4,GA,100,0,1,"LEVITAS, Elliott Harris",L000265,1930,,-0.056,0.075
97,House,14252,44,7,GA,100,0,1,"McDONALD, Lawrence Patton",M000413,1935,1983,0.884,0.343
97,House,14404,44,10,GA,100,0,1,"BARNARD, Druie Douglas, Jr.",B000153,1922,,-0.028,0.639
97,House,14418,44,8,GA,100,0,1,"EVANS, Billy Lee",E000233,1941,,-0.091,0.501
97,House,14429,44,9,GA,100,0,1,"JENKINS, Edgar Lanier (Ed)",J000083,1933,2012,-0.116,0.678
97,House,14467,44,5,GA,100,0,1,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196
97,House,14627,44,6,GA,200,0,1,"GINGRICH, Newton Leroy",G000225,1943,,0.377,-0.257
97,House,14831,44,2,GA,100,0,1,"HATCHER, Charles Floyd",H000340,1939,,-0.202,0.722
97,House,14400,82,2,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273
97,House,14425,82,1,HI,100,0,1,"HEFTEL, Cecil Landau",H000449,1924,2010,-0.269,0.243
97,House,10734,63,2,ID,200,0,1,"HANSEN, George Vernon",H000171,1930,2014,0.621,0.339
97,House,14809,63,1,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014
97,House,2525,21,4,IL,200,0,1,"DERWINSKI, Edward Joseph",D000269,1926,2012,0.342,-0.361
97,House,6455,21,18,IL,200,0,1,"MICHEL, Robert Henry",M000692,1923,,0.372,-0.157
97,House,7610,21,23,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988,-0.429,0.346
97,House,8080,21,8,IL,100,0,1,"ROSTENKOWSKI, Daniel David",R000458,1928,2010,-0.39,0.246
97,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000,-0.494,-0.494
97,House,10517,21,20,IL,200,0,1,"FINDLEY, Paul",F000123,1921,,0.246,-0.525
97,House,10606,21,13,IL,200,0,1,"McCLORY, Robert",M000340,1908,1988,0.256,-0.426
97,House,10703,21,11,IL,100,0,1,"ANNUNZIO, Frank",A000212,1915,2001,-0.398,0.351
97,House,10722,21,14,IL,200,0,1,"ERLENBORN, John Neal",E000204,1927,2005,0.315,-0.438
97,House,11041,21,19,IL,200,0,1,"RAILSBACK, Thomas Fisher",R000012,1932,,0.103,-0.446
97,House,12041,21,12,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014,0.739,0.023
97,House,14033,21,21,IL,200,0,1,"MADIGAN, Edward Rell",M000041,1936,1994,0.247,-0.396
97,House,14041,21,17,IL,200,0,1,"O'BRIEN, George Miller",O000010,1917,1986,0.169,-0.132
97,House,14068,21,7,IL,100,0,1,"COLLINS, Cardiss",C000634,1931,2013,-0.552,-0.218
97,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007,0.312,-0.18
97,House,14271,21,3,IL,100,0,1,"RUSSO, Martin Anthony",R000543,1944,,-0.192,-0.209
97,House,14275,21,24,IL,100,0,1,"SIMON, Paul Martin",S000423,1928,2003,-0.397,-0.224
97,House,14285,21,5,IL,100,0,1,"FARY, John G.",F000040,1911,1984,-0.451,0.47
97,House,14411,21,15,IL,200,0,1,"CORCORAN, Thomas Joseph",C000773,1939,,0.319,-0.247
97,House,14615,21,22,IL,200,0,1,"CRANE, Daniel Bever",C000871,1936,,0.744,0.048
97,House,14677,21,10,IL,200,0,1,"PORTER, John Edward",P000444,1935,,0.217,-0.604
97,House,14841,21,16,IL,200,0,1,"MARTIN, Lynn Morley",M000195,1939,,0.345,-0.67
97,House,14856,21,2,IL,100,0,1,"SAVAGE, Gus",S000081,1925,2015,-0.671,-0.39
97,House,14866,21,1,IL,100,0,1,"WASHINGTON, Harold",W000180,1922,1987,-0.488,-0.873
97,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053
97,House,10742,22,11,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013,-0.07,-0.846
97,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015,0.236,0.254
97,House,13018,22,5,IN,200,0,1,"HILLIS, Elwood Haynes",H000624,1926,,0.173,-0.106
97,House,14220,22,6,IN,100,0,1,"EVANS, David Walter",E000239,1946,,-0.054,0.003
97,House,14222,22,2,IN,100,0,1,"FITHIAN, Floyd James",F000161,1928,2003,-0.165,-0.061
97,House,14274,22,10,IN,100,0,1,"SHARP, Philip Riley",S000294,1942,,-0.166,-0.283
97,House,14406,22,1,IN,100,1,1,"BENJAMIN, Adam, Jr.",B000363,1935,1982,-0.267,0.136
97,House,14619,22,8,IN,200,0,1,"DECKARD, Huey Joel",D000183,1942,2016,0.222,-0.493
97,House,14806,22,4,IN,200,0,1,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227
97,House,14834,22,3,IN,200,0,1,"HILER, John Patrick",H000586,1953,,0.413,-0.35
97,House,14880,22,1,IN,100,2,2,"HALL, Katie Beatrice",H000058,1938,2012,-0.529,0.095
97,House,8672,31,4,IA,100,0,1,"SMITH, Neal Edward",S000596,1920,,-0.313,0.174
97,House,14205,31,6,IA,100,0,1,"BEDELL, Berkley Warren",B000298,1921,,-0.24,-0.595
97,House,14230,31,5,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546
97,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79
97,House,14668,31,2,IA,200,0,1,"TAUKE, Thomas Joseph",T000053,1950,,0.27,-0.775
97,House,14820,31,3,IA,200,0,1,"EVANS, Thomas Cooper",E000259,1924,2005,0.247,-0.969
97,House,11057,32,3,KS,200,0,1,"WINN, Edward Lawrence, Jr. (Larry)",W000636,1919,,0.247,-0.033
97,House,14422,32,4,KS,100,0,1,"GLICKMAN, Daniel Robert",G000240,1944,,-0.133,-0.149
97,House,14637,32,2,KS,200,0,1,"JEFFRIES, James Edmund",J000074,1925,1997,0.598,0.091
97,House,14670,32,5,KS,200,0,1,"WHITTAKER, Robert Russell",W000426,1939,,0.346,-0.318
97,House,14852,32,1,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.092
97,House,6845,51,2,KY,100,0,1,"NATCHER, William Huston",N000009,1909,1994,-0.288,0.575
97,House,7343,51,7,KY,100,0,1,"PERKINS, Carl Dewey",P000230,1912,1984,-0.343,0.332
97,House,10626,51,4,KY,200,0,1,"SNYDER, Marion Gene",S000669,1928,2007,0.26,0.298
97,House,13024,51,3,KY,100,0,1,"MAZZOLI, Romano Louis",M000291,1932,,-0.186,-0.016
97,House,14237,51,1,KY,100,0,1,"HUBBARD, Carroll, Jr.",H000878,1937,,-0.038,0.476
97,House,14635,51,6,KY,200,0,1,"HOPKINS, Larry Jones",H000776,1933,,0.347,-0.242
97,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.335,0.106
97,House,10602,45,8,LA,100,0,1,"LONG, Gillis William",L000417,1923,1985,-0.368,0.604
97,House,13056,45,7,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702
97,House,14067,45,2,LA,100,0,1,"BOGGS, Corinne Claiborne (Lindy)",B000592,1916,2013,-0.359,0.501
97,House,14259,45,6,LA,200,0,1,"MOORE, William Henson, III",M000923,1939,,0.24,0.144
97,House,14427,45,5,LA,100,0,1,"HUCKABY, Thomas Jerald",H000901,1941,,-0.009,0.507
97,House,14469,45,1,LA,200,0,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109
97,House,14679,45,3,LA,100,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.03,0.568
97,House,14853,45,4,LA,100,0,1,"ROEMER, Charles Elson (Buddy), III",R000384,1943,,0.178,-0.415
97,House,14218,2,1,ME,200,0,1,"EMERY, David Farnham",E000175,1948,,0.155,-0.39
97,House,14661,2,2,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548
97,House,10601,52,2,MD,100,0,1,"LONG, Clarence Dickinson",L000413,1908,1994,-0.274,0.098
97,House,13031,52,7,MD,100,0,1,"MITCHELL, Parren James",M000826,1922,2007,-0.526,-0.851
97,House,14021,52,4,MD,200,0,1,"HOLT, Marjorie Sewell",H000747,1920,,0.368,0.061
97,House,14278,52,5,MD,100,1,1,"SPELLMAN, Gladys Noon",S000716,1918,1988,-0.308,-0.216
97,House,14440,52,3,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128
97,House,14604,52,8,MD,100,0,1,"BARNES, Michael Darr",B000160,1943,,-0.343,-0.513
97,House,14608,52,6,MD,100,0,1,"BYRON, Beverly Barton Butcher",B001220,1932,,-0.024,0.516
97,House,14817,52,1,MD,100,0,1,"DYSON, Royden Patrick",D000593,1948,,-0.104,0.471
97,House,14873,52,5,MD,100,0,2,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.116
97,House,830,3,2,MA,100,0,1,"BOLAND, Edward Patrick",B000600,1911,2001,-0.306,-0.104
97,House,2009,3,1,MA,200,0,1,"CONTE, Silvio Ottavio",C000709,1921,1991,-0.023,-0.683
97,House,7081,3,8,MA,100,0,1,"O'NEILL, Thomas Philip, Jr. (Tip)",O000098,1912,1994,-0.402,0.058
97,House,11021,3,10,MA,200,0,1,"HECKLER, Margaret M.",H000440,1931,,-0.007,-0.682
97,House,14039,3,9,MA,100,0,1,"MOAKLEY, John Joseph",M000834,1927,2001,-0.418,-0.054
97,House,14055,3,12,MA,100,0,1,"STUDDS, Gerry Eastman",S001040,1937,2006,-0.444,-0.593
97,House,14216,3,3,MA,100,0,1,"EARLY, Joseph Daniel",E000013,1933,2012,-0.254,-0.409
97,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.507,-0.44
97,House,14621,3,11,MA,100,0,1,"DONNELLY, Brian Joseph",D000416,1946,,-0.291,-0.046
97,House,14650,3,6,MA,100,0,1,"MAVROULES, Nicholas James",M000264,1929,2003,-0.342,-0.023
97,House,14658,3,5,MA,100,0,1,"SHANNON, James Michael",S000286,1952,,-0.465,-0.387
97,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534
97,House,1087,23,19,MI,200,0,1,"BROOMFIELD, William S.",B000890,1922,,0.227,-0.309
97,House,2605,23,16,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,,-0.448,0.313
97,House,10713,23,1,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,,-0.658,-0.512
97,House,10727,23,15,MI,100,0,1,"FORD, William David",F000270,1927,2004,-0.516,0.098
97,House,10794,23,9,MI,200,0,1,"VANDER JAGT, Guy Adrian",V000027,1931,2007,0.247,-0.226
97,House,14075,23,8,MI,100,0,1,"TRAXLER, Jerome Bob",T000356,1931,,-0.33,0.126
97,House,14206,23,18,MI,100,0,1,"BLANCHARD, James Johnston",B000538,1942,,-0.352,-0.143
97,House,14209,23,17,MI,100,0,1,"BRODHEAD, William McNulty",B000862,1941,,-0.463,-0.427
97,House,14407,23,12,MI,100,0,1,"BONIOR, David Edward",B000619,1945,,-0.547,-0.006
97,House,14430,23,7,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,,-0.385,0.011
97,House,14446,23,2,MI,200,0,1,"PURSELL, Carl Duane",P000574,1932,2009,0.12,-0.557
97,House,14450,23,5,MI,200,0,1,"SAWYER, Harold Samuel",S000087,1920,2003,0.167,-0.213
97,House,14453,23,4,MI,200,1,1,"STOCKMAN, David Alan",S000935,1946,,0.401,-0.488
97,House,14600,23,10,MI,100,0,1,"ALBOSTA, Donald Joseph",A000076,1925,2014,-0.258,0.294
97,House,14618,23,11,MI,200,0,1,"DAVIS, Robert William",D000131,1932,2009,0.098,-0.146
97,House,14673,23,3,MI,100,0,1,"WOLPE, Howard Eliot, III",W000682,1939,2011,-0.374,-0.466
97,House,14681,23,13,MI,100,0,1,"CROCKETT, George William, Jr.",C000919,1909,1997,-0.651,-0.414
97,House,14814,23,6,MI,200,0,1,"DUNN, James Whitney",D000548,1943,,0.18,-0.479
97,House,14833,23,14,MI,100,0,1,"HERTEL, Dennis Mark",H000547,1948,,-0.345,-0.223
97,House,14872,23,4,MI,200,2,2,"SILJANDER, Mark Deli",S000409,1951,,0.406,-0.102
97,House,13015,33,3,MN,200,0,1,"FRENZEL, William Eldridge",F000380,1928,2014,0.353,-0.815
97,House,14227,33,2,MN,200,0,1,"HAGEDORN, Thomas Michael",H000012,1943,,0.308,-0.055
97,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304
97,House,14458,33,4,MN,100,0,1,"VENTO, Bruce Frank",V000087,1940,2000,-0.472,-0.376
97,House,14466,33,7,MN,200,0,1,"STANGELAND, Arlan Ingehart",S000795,1930,2013,0.346,-0.18
97,House,14623,33,1,MN,200,0,1,"ERDAHL, Arlen Ingolf",E000198,1931,,0.21,-0.663
97,House,14656,33,5,MN,100,0,1,"SABO, Martin Olav",S000005,1938,2016,-0.516,-0.317
97,House,14868,33,6,MN,200,0,1,"WEBER, John Vincent (Vin)",W000237,1952,,0.381,-0.544
97,House,10075,46,1,MS,100,0,1,"WHITTEN, Jamie Lloyd",W000428,1910,1995,-0.161,0.987
97,House,11035,46,3,MS,100,0,1,"MONTGOMERY, Gillespie V. (Sonny)",M000865,1920,2006,0.017,1
97,House,14005,46,2,MS,100,0,1,"BOWEN, David Reece",B000682,1932,,-0.134,0.709
97,House,14031,46,5,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194
97,House,14634,46,4,MS,200,1,1,"HINSON, Jon Clifton",H000641,1942,1995,0.318,0.161
97,House,14874,46,4,MS,100,2,2,"DOWDY, Charles Wayne",D000466,1943,,-0.259,0.724
97,House,835,34,5,MO,100,0,1,"BOLLING, Richard Walker",B000605,1916,1991,-0.504,0.171
97,House,12009,34,1,MO,100,0,1,"CLAY, William Lacy, Sr.",C000488,1931,,-0.49,-0.872
97,House,14057,34,7,MO,200,0,1,"TAYLOR, Gene",T000075,1928,1998,0.328,0.442
97,House,14410,34,6,MO,200,0,1,"COLEMAN, Earl Thomas",C000618,1943,,0.262,-0.265
97,House,14421,34,3,MO,100,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245
97,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724
97,House,14459,34,9,MO,100,0,1,"VOLKMER, Harold Lee",V000112,1931,2011,-0.196,0.329
97,House,14465,34,2,MO,100,0,1,"YOUNG, Robert Anton, III",Y000051,1923,2007,-0.3,0.458
97,House,14800,34,8,MO,200,0,1,"BAILEY, R. Wendell",B000047,1940,,0.47,-0.221
97,House,14819,34,10,MO,200,0,1,"EMERSON, Norvell William (Bill)",E000174,1938,1996,0.332,-0.125
97,House,14437,64,2,MT,200,0,1,"MARLENEE, Ronald Charles",M000139,1935,,0.393,-0.212
97,House,14672,64,1,MT,100,0,1,"WILLIAMS, John Patrick",W000520,1937,,-0.315,-0.138
97,House,14276,35,3,NE,200,0,1,"SMITH, Virginia Dodd",S000622,1911,2006,0.238,0.033
97,House,14605,35,1,NE,200,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347
97,House,14810,35,2,NE,200,0,1,"DAUB, Harold John, Jr., (Hal)",D000065,1941,,0.391,-0.322
97,House,14272,65,1,NV,100,0,1,"SANTINI, James David",S000058,1937,2015,-0.074,0.132
97,House,14284,4,1,NH,100,0,1,"D'AMOURS, Norman Edward",D000017,1937,,-0.17,-0.19
97,House,14826,4,2,NH,200,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737
97,House,8010,12,10,NJ,100,0,1,"RODINO, Peter Wallace, Jr.",R000374,1909,2005,-0.435,-0.224
97,House,10609,12,11,NJ,100,0,1,"MINISH, Joseph George",M000796,1916,2007,-0.299,-0.098
97,House,10739,12,3,NJ,100,0,1,"HOWARD, James John",H000840,1927,1988,-0.431,-0.018
97,House,12042,12,8,NJ,100,0,1,"ROE, Robert A.",R000383,1924,2014,-0.326,0.123
97,House,12046,12,6,NJ,200,0,1,"FORSYTHE, Edwin Bell",F000286,1916,1984,0.326,-0.945
97,House,14046,12,12,NJ,200,0,1,"RINALDO, Matthew John",R000262,1931,2008,0.023,-0.392
97,House,14221,12,5,NJ,200,0,1,"FENWICK, Millicent Hammond",F000078,1910,1992,0.134,-0.976
97,House,14223,12,1,NJ,100,0,1,"FLORIO, James Joseph",F000215,1937,,-0.318,-0.101
97,House,14238,12,2,NJ,100,0,1,"HUGHES, William John",H000930,1932,,-0.153,-0.204
97,House,14426,12,9,NJ,200,0,1,"HOLLENBECK, Harold Capistran",H000722,1938,,-0.042,-0.624
97,House,14614,12,13,NJ,200,0,1,"COURTER, James Andrew",C000809,1941,,0.269,-0.465
97,House,14631,12,14,NJ,100,0,1,"GUARINI, Frank Joseph, Jr.",G000511,1924,,-0.295,-0.047
97,House,14815,12,15,NJ,100,0,1,"DWYER, Bernard James",D000586,1921,1998,-0.373,0.048
97,House,14855,12,7,NJ,200,0,1,"ROUKEMA, Margaret Scafati",R000465,1929,2014,0.162,-0.701
97,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.163,-0.169
97,House,12022,66,1,NM,200,0,1,"LUJ脕N, Manuel, Jr.",L000506,1928,,0.272,-0.059
97,House,14861,66,2,NM,200,0,1,"SKEEN, Joseph Richard",S000463,1927,2003,0.301,0.034
97,House,9017,13,28,NY,100,0,1,"STRATTON, Samuel Studdiford",S000997,1916,1990,-0.139,0.208
97,House,10500,13,7,NY,100,0,1,"ADDABBO, Joseph Patrick",A000052,1925,1986,-0.402,-0.084
